"Date","GDPV","IRL","IRS","GDP","CPIH_YTYPCT","IRCB","UNR","YPH","UNR_us","IRCB_us","CPI_us","Adj.Close","Close","High","Low","Open","Volume","Return","High_minus_Low","Close_minus_Open","SMA_5","SMA_10","SMA_20","WMA_5","WMA_10","WMA_20","Momentum","RSI","Williams_R","Stochastic_K","Stochastic_D","CCI","MACD"
2000-01-03,1922807235164.84,5.57808131868132,3.55815565708733,1447855569230.77,1.56737243224185,2.51648351648352,9.09817405174973,483856395604.396,4.04757822218196,NA,0.694062540660752,5917.3701171875,5917.3701171875,6102.1201171875,5901.77001953125,6024.3798828125,0,-0.00689641941353362,200.35009765625,-107.009765625,5874.998046875,5763.048046875,5643.23603515625,5894.80068359375,5835.06040482955,5719.83708379836,414.97021484375,76.9478793997133,0.294901682032624,0.705098317967376,0.826007587126695,98.9908320176789,3.02287138252098
2000-01-04,1923032052747.25,5.57602197802198,3.5660754456034,1448056553846.15,1.566982408479,2.52472527472527,9.09399390040004,483906593406.593,4.04646782325672,NA,0.694122315280845,5672.02001953125,5672.02001953125,5925.06982421875,5657.2001953125,5922.22998046875,0,-0.0423467944717351,267.86962890625,-250.2099609375,5842.5080078125,5778.1390625,5651.33852539063,5827.14134114583,5818.50985440341,5722.5784156436,150.91015625,50.1457306920445,0.695425725174025,0.313465535906771,0.659001761880295,-20.2089140971234,2.67155083791288
2000-01-05,1923256870329.67,5.57396263736264,3.57399523411946,1448257538461.54,1.56659238471615,2.53296703296703,9.08981374905034,483956791208.791,4.04535742433149,NA,0.694182089900939,5479.7001953125,5479.7001953125,5589.5,5461.58984375,5521.830078125,0,-0.0344949281813785,127.91015625,-42.1298828125,5773.03203125,5773.18505859375,5648.598046875,5706.20540364583,5764.2482421875,5706.23190801711,-49.5400390625,38.4739928254477,0.971726002168004,0.0282739978319965,0.348945950568714,-159.892593200288,2.09751620466945
2000-01-06,1923481687912.09,5.5719032967033,3.58191502263552,1448458523076.92,1.5662023609533,2.54120879120879,9.08563359770065,484006989010.989,4.04424702540625,NA,0.694241864521033,5450.10986328125,5450.10986328125,5530.259765625,5388.85009765625,5485.93017578125,0,-0.00541462370655398,141.40966796875,-35.8203125,5695.50400390625,5756.06704101563,5646.74753417969,5598.56468098958,5705.50729758523,5687.32827148438,-171.18017578125,37.0016598359194,0.914114200867073,0.0858857991329272,0.142541777623898,-159.753318091357,1.58127415776927
2000-01-07,1923706505494.51,5.56984395604396,3.58983481115158,1448659507692.31,1.56581233719045,2.54945054945055,9.08145344635096,484057186813.187,4.04313662648102,NA,0.694301639141127,5539.60986328125,5539.60986328125,5561.68994140625,5423.8798828125,5423.8798828125,0,0.0162883096168693,137.81005859375,115.72998046875,5611.76201171875,5736.89301757813,5646.29702148438,5546.59996744792,5666.15144708807,5677.12468377976,-191.740234375,44.1805165360765,0.788635773975083,0.211364226024917,0.10850800766328,-103.959596483227,1.2844413139306
2000-01-10,1924380958241.76,5.56366593406593,3.61359417669977,1449262461538.46,1.5646422659019,2.57417582417582,9.06891299230188,484207780219.78,4.03980542970531,NA,0.694480963001408,5646.1201171875,5646.1201171875,5717.43994140625,5616.97998046875,5625.81982421875,0,0.0190445278568869,100.4599609375,20.30029296875,5557.51201171875,5716.25502929688,5654.54802246094,5558.05266927083,5649.64728338068,5677.10783575149,-206.3798828125,51.4899508410903,0.639309080030696,0.360690919969304,0.219313648375716,-30.7534184995056,1.18790379741012
2000-01-11,1924605775824.18,5.56160659340659,3.62151396521583,1449463446153.85,1.56425224213905,2.58241758241758,9.06473284095218,484257978021.978,4.03869503078008,NA,0.694540737621502,5613.89990234375,5613.89990234375,5726.509765625,5571.990234375,5726.509765625,0,-0.00572295657168334,154.51953125,-112.60986328125,5545.88798828125,5694.19799804688,5658.45502929688,5576.8486328125,5631.0372602983,5673.23658621652,-220.5703125,49.3192071731948,0.684481614921374,0.315518385078626,0.295857843690949,-31.496387652755,1.05314934079366
2000-01-12,1924830593406.59,5.55954725274725,3.62943375373189,1449664430769.23,1.5638622183762,2.59065934065934,9.06055268960249,484308175824.176,4.03758463185484,NA,0.694600512241596,5582.5,5582.5,5628.72998046875,5536.5,5541.22998046875,0,-0.00560894304210133,92.22998046875,41.27001953125,5566.44794921875,5669.73999023438,5659.35651855469,5589.05263671875,5610.72853338068,5666.00277390253,-244.580078125,47.1660632963093,0.728504076939875,0.271495923060125,0.315901742702685,-45.2913890080105,0.891120181105021
2000-01-13,1925055410989.01,5.55748791208791,3.63735354224795,1449865415384.62,1.56347219461335,2.5989010989011,9.05637253825279,484358373626.374,4.03647423292961,NA,0.69466028686169,5633.240234375,5633.240234375,5682.27001953125,5579.490234375,5586.25,0,0.00904810194987145,102.77978515625,46.990234375,5603.0740234375,5649.28901367188,5664.51203613281,5611.31673177083,5604.09221413352,5663.51550874256,-204.509765625,51.0064711419491,0.657366593258245,0.342633406741755,0.309882571626835,-16.4422461561726,0.825969003672844
2000-01-14,1925280228571.43,5.55542857142857,3.64527333076401,1450066400000,1.5630821708505,2.60714285714286,9.0521923869031,484408571428.571,4.03536383400437,NA,0.694720061481784,5787.43994140625,5787.43994140625,5804.16015625,5664.7099609375,5669.14013671875,0,0.0270052353816444,139.4501953125,118.2998046875,5652.6400390625,5632.20102539062,5676.87602539062,5672.77203776042,5629.21056463068,5675.22292829241,-170.8798828125,60.6618064363768,0.441179591409229,0.558820408590771,0.390983246130883,63.8425422223108,0.983555712996953
2000-01-17,1925954681318.68,5.54925054945055,3.6690326963122,1450669353846.15,1.56191209956195,2.63186813186813,9.03965193285402,484559164835.165,4.03203263722867,NA,0.694899385342065,5842.77978515625,5842.77978515625,5857.35986328125,5740.18994140625,5834.75,0,0.00951663213779626,117.169921875,8.02978515625,5691.97197265625,5624.7419921875,5693.89501953125,5736.151953125,5667.4976118608,5691.02328636533,-74.59033203125,63.5279667852674,0.153463281908762,0.636406515162821,0.512620110165115,131.520826850322,1.17260264308334
2000-01-18,1926179498901.1,5.54719120879121,3.67695248482826,1450870338461.54,1.5615220757991,2.64010989010989,9.03547178150433,484609362637.363,4.03092223830343,NA,0.694959159962159,5672.9501953125,5672.9501953125,5859.43994140625,5670.27001953125,5859.43994140625,0,-0.0294973751459921,189.169921875,-186.48974609375,5703.78203125,5624.83500976562,5701.48703613281,5729.81136067708,5676.2627397017,5689.02854120164,0.93017578125,50.8859379317675,0.396289355944584,0.398306517695719,0.531177813816437,76.9780779945989,1.06794730719124
2000-01-19,1926404316483.52,5.54513186813187,3.68487227334432,1451071323076.92,1.56113205203625,2.64835164835165,9.03129163015463,484659560439.56,4.02981183937819,NA,0.695018934582253,5649.4599609375,5649.4599609375,5668.06005859375,5590.18994140625,5664.919921875,0,-0.00414934060036523,77.8701171875,-15.4599609375,5717.1740234375,5641.81098632813,5707.49802246094,5711.70400390625,5680.74000355114,5684.07358165923,169.759765625,49.3758646788613,0.446205933378157,0.36537335952031,0.466695464126284,-4.50010968741987,0.940782278991636
2000-01-20,1926629134065.93,5.54307252747253,3.69279206186039,1451272307692.31,1.5607420282734,2.65659340659341,9.02711147880494,484709758241.758,4.02870144045296,NA,0.695078709202346,5709.740234375,5709.740234375,5727.81982421875,5660.25,5713.0400390625,0,0.0106135710737425,67.56982421875,-3.2998046875,5732.4740234375,5667.7740234375,5711.92053222656,5709.22607421875,5693.0907759233,5684.28712565104,259.63037109375,53.325233888229,0.343694753634139,0.449885916878483,0.404521931364838,33.3857243003669,0.915187738726564
2000-01-21,1926853951648.35,5.54101318681319,3.70071185037645,1451473292307.69,1.56035200451055,2.66483516483516,9.02293132745524,484759956043.956,4.02759104152772,NA,0.69513848382244,5681.31982421875,5681.31982421875,5738.16015625,5630.6298828125,5656.10009765625,0,-0.00498996036921705,107.5302734375,25.2197265625,5711.25,5681.94501953125,5709.41901855469,5692.17467447917,5695.55364879261,5681.37277250744,141.7099609375,51.2315077578636,0.551558027823599,0.545428883113666,0.453562719837487,0.436391800311732,0.844711122479613
2000-01-24,1927528404395.6,5.53483516483517,3.72447121592463,1452076246153.85,1.559181933222,2.68956043956044,9.01039087340616,484910549450.549,4.02425984475202,NA,0.695317807682722,5690.85986328125,5690.85986328125,5777.68017578125,5680.60009765625,5687.35986328125,0,0.00167778588846838,97.080078125,3.5,5680.866015625,5686.41899414062,5701.33701171875,5685.37796223958,5697.17452947443,5679.60523390997,44.73974609375,51.935373739897,0.522016810280307,0.641768558408248,0.545694452800133,33.9680920586475,0.793262497786418
2000-01-25,1927753221978.02,5.53277582417582,3.73239100444069,1452277230769.23,1.55879190945915,2.6978021978022,9.00621072205647,484960747252.747,4.02314944582678,NA,0.695377582302816,5597.5,5597.5,5654.52001953125,5590.169921875,5601.18017578125,0,-0.0165412855573515,64.35009765625,-3.68017578125,5665.7759765625,5684.77900390625,5689.48850097656,5657.58929036458,5681.00743963068,5669.71599469866,-16.39990234375,44.8905081227972,0.811110388716942,0.443379527023101,0.543525656181672,-84.8088600778677,0.612666011281959
2000-01-26,1927978039560.44,5.53071648351648,3.74031079295676,1452478215384.62,1.5584018856963,2.70604395604396,9.00203057070677,485010945054.945,4.02203904690155,NA,0.695437356922909,5646.31982421875,5646.31982421875,5687.43017578125,5618.9599609375,5636.60986328125,0,0.00868390489608365,68.47021484375,9.7099609375,5665.14794921875,5691.16098632812,5680.45048828125,5651.10390625,5674.01486150568,5665.6046921503,63.81982421875,48.9165919278849,0.761280015069671,0.510698667192809,0.531948917541386,-56.360601705211,0.532878212286514
